,Source,Destination,TravelTimeInMin
2887,CHOODASANDRA,BTM LAYOUT,66
2888,BTM LAYOUT,DOMLUR,58
2889,DOMLUR,BTM LAYOUT,58
2890,BTM LAYOUT,ELECTRONIC CITY,55
2891,ELECTRONIC CITY,BTM LAYOUT,55
2892,BTM LAYOUT,HARALUR,60
2893,HARALUR,BTM LAYOUT,60
2894,BTM LAYOUT,J. P. NAGAR,48
2895,J. P. NAGAR,BTM LAYOUT,48
2896,BTM LAYOUT,JAYANAGAR,41
2897,JAYANAGAR,BTM LAYOUT,41
2898,BTM LAYOUT,KAIKONDRAHALLI,53
2899,KAIKONDRAHALLI,BTM LAYOUT,53
2900,BTM LAYOUT,KASAVANAHALLI,59
2901,KASAVANAHALLI,BTM LAYOUT,59
2902,BTM LAYOUT,RR NAGAR,72
2903,RR NAGAR,BTM LAYOUT,72
2904,BTM LAYOUT,S.G. PALYA,46
2905,S.G. PALYA,BTM LAYOUT,46
2906,BTM LAYOUT,BALAGERE,70
2907,BALAGERE,BTM LAYOUT,70
2908,BTM LAYOUT,KADUGODI,92
2909,KADUGODI,BTM LAYOUT,92
2910,BTM LAYOUT,MATHIKERE,89
2911,MATHIKERE,BTM LAYOUT,89
2912,BTM LAYOUT,RAJAJINAGAR,82
2913,RAJAJINAGAR,BTM LAYOUT,82
2914,BTM LAYOUT,VIDYARANYAPURA,97
2915,VIDYARANYAPURA,BTM LAYOUT,97
2916,BTM LAYOUT,VIJAYANAGAR,74
2917,VIJAYANAGAR,BTM LAYOUT,74
2918,BTM LAYOUT,YESWANTHPUR,87
2919,YESWANTHPUR,BTM LAYOUT,87
2920,CHOODASANDRA,DOMLUR,69
2921,DOMLUR,CHOODASANDRA,69
2922,CHOODASANDRA,ELECTRONIC CITY,55
2923,ELECTRONIC CITY,CHOODASANDRA,55
2924,CHOODASANDRA,HARALUR,47
2925,HARALUR,CHOODASANDRA,47
2926,CHOODASANDRA,J. P. NAGAR,80
2927,J. P. NAGAR,CHOODASANDRA,80
2928,CHOODASANDRA,JAYANAGAR,71
2929,JAYANAGAR,CHOODASANDRA,71
2930,CHOODASANDRA,KAIKONDRAHALLI,45
2931,KAIKONDRAHALLI,CHOODASANDRA,45
2932,CHOODASANDRA,KASAVANAHALLI,41
2933,KASAVANAHALLI,CHOODASANDRA,41
2934,CHOODASANDRA,RR NAGAR,97
2935,RR NAGAR,CHOODASANDRA,97
2936,CHOODASANDRA,S.G. PALYA,68
2937,S.G. PALYA,CHOODASANDRA,68
2938,CHOODASANDRA,BALAGERE,62
2939,BALAGERE,CHOODASANDRA,62
2940,CHOODASANDRA,KADUGODI,83
2941,KADUGODI,CHOODASANDRA,83
2942,CHOODASANDRA,MATHIKERE,105
2943,MATHIKERE,CHOODASANDRA,105
2944,CHOODASANDRA,RAJAJINAGAR,104
2945,RAJAJINAGAR,CHOODASANDRA,104
2946,CHOODASANDRA,VIDYARANYAPURA,106
2947,VIDYARANYAPURA,CHOODASANDRA,106
2948,CHOODASANDRA,VIJAYANAGAR,95
2949,VIJAYANAGAR,CHOODASANDRA,95
2950,CHOODASANDRA,YESWANTHPUR,107
2951,YESWANTHPUR,CHOODASANDRA,107
2952,DOMLUR,ELECTRONIC CITY,67
2953,ELECTRONIC CITY,DOMLUR,67
2954,DOMLUR,HARALUR,64
2955,HARALUR,DOMLUR,64
2956,DOMLUR,J. P. NAGAR,77
2957,J. P. NAGAR,DOMLUR,77
2958,DOMLUR,JAYANAGAR,58
2959,JAYANAGAR,DOMLUR,58
2960,DOMLUR,KAIKONDRAHALLI,58
2961,KAIKONDRAHALLI,DOMLUR,58
2962,DOMLUR,KASAVANAHALLI,64
2963,KASAVANAHALLI,DOMLUR,64
2964,DOMLUR,RR NAGAR,75
2965,RR NAGAR,DOMLUR,75
2966,DOMLUR,S.G. PALYA,54
2967,S.G. PALYA,DOMLUR,54
2968,DOMLUR,BALAGERE,63
2969,BALAGERE,DOMLUR,63
2970,DOMLUR,KADUGODI,76
2971,KADUGODI,DOMLUR,76
2972,DOMLUR,MATHIKERE,73
2973,MATHIKERE,DOMLUR,73
2974,DOMLUR,RAJAJINAGAR,70
2975,RAJAJINAGAR,DOMLUR,70
2976,DOMLUR,VIDYARANYAPURA,81
2977,VIDYARANYAPURA,DOMLUR,81
2978,DOMLUR,VIJAYANAGAR,65
2979,VIJAYANAGAR,DOMLUR,65
2980,DOMLUR,YESWANTHPUR,74
2981,YESWANTHPUR,DOMLUR,74
2982,ELECTRONIC CITY,HARALUR,58
2983,HARALUR,ELECTRONIC CITY,58
2984,ELECTRONIC CITY,J. P. NAGAR,61
2985,J. P. NAGAR,ELECTRONIC CITY,61
2986,ELECTRONIC CITY,JAYANAGAR,68
2987,JAYANAGAR,ELECTRONIC CITY,68
2988,ELECTRONIC CITY,KAIKONDRAHALLI,64
2989,KAIKONDRAHALLI,ELECTRONIC CITY,64
2990,ELECTRONIC CITY,KASAVANAHALLI,66
2991,KASAVANAHALLI,ELECTRONIC CITY,66
2992,ELECTRONIC CITY,RR NAGAR,76
2993,RR NAGAR,ELECTRONIC CITY,76
2994,ELECTRONIC CITY,S.G. PALYA,65
2995,S.G. PALYA,ELECTRONIC CITY,65
2996,ELECTRONIC CITY,BALAGERE,82
2997,BALAGERE,ELECTRONIC CITY,82
2998,ELECTRONIC CITY,KADUGODI,104
2999,KADUGODI,ELECTRONIC CITY,104
3000,ELECTRONIC CITY,MATHIKERE,99
3001,MATHIKERE,ELECTRONIC CITY,99
3002,ELECTRONIC CITY,RAJAJINAGAR,93
3003,RAJAJINAGAR,ELECTRONIC CITY,93
3004,ELECTRONIC CITY,VIDYARANYAPURA,106
3005,VIDYARANYAPURA,ELECTRONIC CITY,106
3006,ELECTRONIC CITY,VIJAYANAGAR,79
3007,VIJAYANAGAR,ELECTRONIC CITY,79
3008,ELECTRONIC CITY,YESWANTHPUR,90
3009,YESWANTHPUR,ELECTRONIC CITY,90
3010,HARALUR,J. P. NAGAR,73
3011,J. P. NAGAR,HARALUR,73
3012,HARALUR,JAYANAGAR,65
3013,JAYANAGAR,HARALUR,65
3014,HARALUR,KAIKONDRAHALLI,38
3015,KAIKONDRAHALLI,HARALUR,38
3016,HARALUR,KASAVANAHALLI,41
3017,KASAVANAHALLI,HARALUR,41
3018,HARALUR,RR NAGAR,93
3019,RR NAGAR,HARALUR,93
3020,HARALUR,S.G. PALYA,62
3021,S.G. PALYA,HARALUR,62
3022,HARALUR,BALAGERE,61
3023,BALAGERE,HARALUR,61
3024,HARALUR,KADUGODI,83
3025,KADUGODI,HARALUR,83
3026,HARALUR,MATHIKERE,99
3027,MATHIKERE,HARALUR,99
3028,HARALUR,RAJAJINAGAR,97
3029,RAJAJINAGAR,HARALUR,97
3030,HARALUR,VIDYARANYAPURA,100
3031,VIDYARANYAPURA,HARALUR,100
3032,HARALUR,VIJAYANAGAR,89
3033,VIJAYANAGAR,HARALUR,89
3034,HARALUR,YESWANTHPUR,101
3035,YESWANTHPUR,HARALUR,101
3036,J. P. NAGAR,JAYANAGAR,52
3037,JAYANAGAR,J. P. NAGAR,52
3038,J. P. NAGAR,KAIKONDRAHALLI,71
3039,KAIKONDRAHALLI,J. P. NAGAR,71
3040,J. P. NAGAR,KASAVANAHALLI,76
3041,KASAVANAHALLI,J. P. NAGAR,76
3042,J. P. NAGAR,RR NAGAR,65
3043,RR NAGAR,J. P. NAGAR,65
3044,J. P. NAGAR,S.G. PALYA,58
3045,S.G. PALYA,J. P. NAGAR,58
3046,J. P. NAGAR,BALAGERE,87
3047,BALAGERE,J. P. NAGAR,87
3048,J. P. NAGAR,KADUGODI,109
3049,KADUGODI,J. P. NAGAR,109
3050,J. P. NAGAR,MATHIKERE,95
3051,MATHIKERE,J. P. NAGAR,95
3052,J. P. NAGAR,RAJAJINAGAR,86
3053,RAJAJINAGAR,J. P. NAGAR,86
3054,J. P. NAGAR,VIDYARANYAPURA,102
3055,VIDYARANYAPURA,J. P. NAGAR,102
3056,J. P. NAGAR,VIJAYANAGAR,74
3057,VIJAYANAGAR,J. P. NAGAR,74
3058,J. P. NAGAR,YESWANTHPUR,86
3059,YESWANTHPUR,J. P. NAGAR,86
3060,JAYANAGAR,KAIKONDRAHALLI,58
3061,KAIKONDRAHALLI,JAYANAGAR,58
3062,JAYANAGAR,KASAVANAHALLI,63
3063,KASAVANAHALLI,JAYANAGAR,63
3064,JAYANAGAR,RR NAGAR,67
3065,RR NAGAR,JAYANAGAR,67
3066,JAYANAGAR,S.G. PALYA,38
3067,S.G. PALYA,JAYANAGAR,38
3068,JAYANAGAR,BALAGERE,75
3069,BALAGERE,JAYANAGAR,75
3070,JAYANAGAR,KADUGODI,96
3071,KADUGODI,JAYANAGAR,96
3072,JAYANAGAR,MATHIKERE,80
3073,MATHIKERE,JAYANAGAR,80
3074,JAYANAGAR,RAJAJINAGAR,72
3075,RAJAJINAGAR,JAYANAGAR,72
3076,JAYANAGAR,VIDYARANYAPURA,88
3077,VIDYARANYAPURA,JAYANAGAR,88
3078,JAYANAGAR,VIJAYANAGAR,65
3079,VIJAYANAGAR,JAYANAGAR,65
3080,JAYANAGAR,YESWANTHPUR,81
3081,YESWANTHPUR,JAYANAGAR,81
3082,KAIKONDRAHALLI,KASAVANAHALLI,37
3083,KASAVANAHALLI,KAIKONDRAHALLI,37
3084,KAIKONDRAHALLI,RR NAGAR,95
3085,RR NAGAR,KAIKONDRAHALLI,95
3086,KAIKONDRAHALLI,S.G. PALYA,58
3087,S.G. PALYA,KAIKONDRAHALLI,58
3088,KAIKONDRAHALLI,BALAGERE,57
3089,BALAGERE,KAIKONDRAHALLI,57
3090,KAIKONDRAHALLI,KADUGODI,79
3091,KADUGODI,KAIKONDRAHALLI,79
3092,KAIKONDRAHALLI,MATHIKERE,95
3093,MATHIKERE,KAIKONDRAHALLI,95
3094,KAIKONDRAHALLI,RAJAJINAGAR,94
3095,RAJAJINAGAR,KAIKONDRAHALLI,94
3096,KAIKONDRAHALLI,VIDYARANYAPURA,96
3097,VIDYARANYAPURA,KAIKONDRAHALLI,96
3098,KAIKONDRAHALLI,VIJAYANAGAR,85
3099,VIJAYANAGAR,KAIKONDRAHALLI,85
3100,KAIKONDRAHALLI,YESWANTHPUR,97
3101,YESWANTHPUR,KAIKONDRAHALLI,97
3102,KASAVANAHALLI,RR NAGAR,97
3103,RR NAGAR,KASAVANAHALLI,97
3104,KASAVANAHALLI,S.G. PALYA,60
3105,S.G. PALYA,KASAVANAHALLI,60
3106,KASAVANAHALLI,BALAGERE,59
3107,BALAGERE,KASAVANAHALLI,59
3108,KASAVANAHALLI,KADUGODI,80
3109,KADUGODI,KASAVANAHALLI,80
3110,KASAVANAHALLI,MATHIKERE,98
3111,MATHIKERE,KASAVANAHALLI,98
3112,KASAVANAHALLI,RAJAJINAGAR,96
3113,RAJAJINAGAR,KASAVANAHALLI,96
3114,KASAVANAHALLI,VIDYARANYAPURA,99
3115,VIDYARANYAPURA,KASAVANAHALLI,99
3116,KASAVANAHALLI,VIJAYANAGAR,88
3117,VIJAYANAGAR,KASAVANAHALLI,88
3118,KASAVANAHALLI,YESWANTHPUR,100
3119,YESWANTHPUR,KASAVANAHALLI,100
3120,RR NAGAR,S.G. PALYA,73
3121,S.G. PALYA,RR NAGAR,73
3122,RR NAGAR,BALAGERE,110
3123,BALAGERE,RR NAGAR,110
3124,RR NAGAR,KADUGODI,123
3125,KADUGODI,RR NAGAR,123
3126,RR NAGAR,MATHIKERE,73
3127,MATHIKERE,RR NAGAR,73
3128,RR NAGAR,RAJAJINAGAR,65
3129,RAJAJINAGAR,RR NAGAR,65
3130,RR NAGAR,VIDYARANYAPURA,79
3131,VIDYARANYAPURA,RR NAGAR,79
3132,RR NAGAR,VIJAYANAGAR,51
3133,VIJAYANAGAR,RR NAGAR,51
3134,RR NAGAR,YESWANTHPUR,64
3135,YESWANTHPUR,RR NAGAR,64
3136,S.G. PALYA,BALAGERE,78
3137,BALAGERE,S.G. PALYA,78
3138,S.G. PALYA,KADUGODI,100
3139,KADUGODI,S.G. PALYA,100
3140,S.G. PALYA,MATHIKERE,80
3141,MATHIKERE,S.G. PALYA,80
3142,S.G. PALYA,RAJAJINAGAR,73
3143,RAJAJINAGAR,S.G. PALYA,73
3144,S.G. PALYA,VIDYARANYAPURA,88
3145,VIDYARANYAPURA,S.G. PALYA,88
3146,S.G. PALYA,VIJAYANAGAR,65
3147,VIJAYANAGAR,S.G. PALYA,65
3148,S.G. PALYA,YESWANTHPUR,81
3149,YESWANTHPUR,S.G. PALYA,81
3150,BALAGERE,KADUGODI,64
3151,KADUGODI,BALAGERE,64
3152,BALAGERE,MATHIKERE,96
3153,MATHIKERE,BALAGERE,96
3154,BALAGERE,RAJAJINAGAR,103
3155,RAJAJINAGAR,BALAGERE,103
3156,BALAGERE,VIDYARANYAPURA,98
3157,VIDYARANYAPURA,BALAGERE,98
3158,BALAGERE,VIJAYANAGAR,98
3159,VIJAYANAGAR,BALAGERE,98
3160,BALAGERE,YESWANTHPUR,98
3161,YESWANTHPUR,BALAGERE,98
3162,KADUGODI,MATHIKERE,101
3163,MATHIKERE,KADUGODI,101
3164,KADUGODI,RAJAJINAGAR,107
3165,RAJAJINAGAR,KADUGODI,107
3166,KADUGODI,VIDYARANYAPURA,103
3167,VIDYARANYAPURA,KADUGODI,103
3168,KADUGODI,VIJAYANAGAR,114
3169,VIJAYANAGAR,KADUGODI,114
3170,KADUGODI,YESWANTHPUR,104
3171,YESWANTHPUR,KADUGODI,104
3172,MATHIKERE,RAJAJINAGAR,43
3173,RAJAJINAGAR,MATHIKERE,43
3174,MATHIKERE,VIDYARANYAPURA,48
3175,VIDYARANYAPURA,MATHIKERE,48
3176,MATHIKERE,VIJAYANAGAR,53
3177,VIJAYANAGAR,MATHIKERE,53
3178,MATHIKERE,YESWANTHPUR,42
3179,YESWANTHPUR,MATHIKERE,42
3180,RAJAJINAGAR,VIDYARANYAPURA,60
3181,VIDYARANYAPURA,RAJAJINAGAR,60
3182,RAJAJINAGAR,VIJAYANAGAR,44
3183,VIJAYANAGAR,RAJAJINAGAR,44
3184,RAJAJINAGAR,YESWANTHPUR,39
3185,YESWANTHPUR,RAJAJINAGAR,39
3186,VIDYARANYAPURA,VIJAYANAGAR,70
3187,VIJAYANAGAR,VIDYARANYAPURA,70
3188,VIDYARANYAPURA,YESWANTHPUR,52
3189,YESWANTHPUR,VIDYARANYAPURA,52
3190,VIJAYANAGAR,YESWANTHPUR,52
3191,YESWANTHPUR,VIJAYANAGAR,52
