,Date,Time,sourceRegion,destRegion,booked,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
538,14-12-2022,03:30,MURGESH PALLYA,AIRPORT,4,,,,,,,
539,14-12-2022,04:00,KAIKONDRAHALLI,AIRPORT,3,,,,,,,
540,14-12-2022,09:00,KRISHNARAJAPURA,AIRPORT,4,,,,,,,
541,15-12-2022,17:00,ELECTRONIC CITY,AIRPORT,5,,,,,,,
542,15-12-2022,17:00,BELLANDUR,AIRPORT,6,,,,,,,
543,16-12-2022,01:30,HEBBAL,AIRPORT,7,,,,,,,
544,16-12-2022,05:00,CHINNAPANNA HALLI,AIRPORT,8,,,,,,,
545,16-12-2022,11:30,AKSHAYANAGAR,AIRPORT,5,,,,,,,
546,16-12-2022,16:30,KRISHNARAJAPURA,AIRPORT,3,,,,,,,
547,16-12-2022,17:30,BANASWADI,AIRPORT,3,,,,,,,
548,16-12-2022,19:30,AIRPORT,ASHOK NAGAR,2,,,,,,,
549,17-12-2022,06:30,ASHOK NAGAR,AIRPORT,8,,,,,,,
550,17-12-2022,07:30,AIRPORT,KAGGADASAPURA,8,,,,,,,
551,17-12-2022,17:30,AIRPORT,MUNNEKOLLAL,7,,,,,,,
552,17-12-2022,23:30,AIRPORT,C V RAMAN NAGAR,6,,,,,,,
553,18-12-2022,05:30,GUNJUR VILLAGE,AIRPORT,5,,,,,,,
554,18-12-2022,20:30,AIRPORT,KRISHNARAJAPURA,4,,,,,,,
555,19-12-2022,12:00,AIRPORT,BELLANDUR,5,,,,,,,
556,20-12-2022,03:00,CHINNAPANNA HALLI,AIRPORT,3,,,,,,,
557,20-12-2022,04:00,S.G. PALYA,AIRPORT,4,,,,,,,
558,20-12-2022,08:30,AKSHAYANAGAR,AIRPORT,3,,,,,,,
559,20-12-2022,18:30,JAYANAGAR,AIRPORT,2,,,,,,,
560,21-12-2022,20:00,VIJAYANAGAR,AIRPORT,5,,,,,,,
561,22-12-2022,03:00,J. P. NAGAR,AIRPORT,1,,,,,,,
562,22-12-2022,05:30,MURGESH PALLYA,AIRPORT,1,,,,,,,
563,22-12-2022,07:00,ELECTRONIC CITY,AIRPORT,1,,,,,,,
564,23-12-2022,00:00,ELECTRONIC CITY,AIRPORT,5,,,,,,,
565,23-12-2022,01:00,GUNJUR VILLAGE,AIRPORT,6,,,,,,,
566,23-12-2022,03:30,RR NAGAR,AIRPORT,3,,,,,,,
567,23-12-2022,09:30,S.G. PALYA,AIRPORT,4,,,,,,,
568,24-12-2022,03:00,BHOGANHALLI,AIRPORT,1,,,,,,,
569,24-12-2022,05:30,HOODI,AIRPORT,1,,,,,,,
570,24-12-2022,06:00,BELLANDUR,AIRPORT,4,,,,,,,
571,24-12-2022,08:30,ELECTRONIC CITY,AIRPORT,4,,,,,,,
572,24-12-2022,15:00,VIJAYANAGAR,AIRPORT,1,,,,,,,
573,25-12-2022,00:00,KRISHNARAJAPURA,AIRPORT,1,,,,,,,
574,25-12-2022,02:00,GUNJUR VILLAGE,AIRPORT,1,,,,,,,
575,25-12-2022,05:30,BTM LAYOUT,AIRPORT,4,,,,,,,
576,25-12-2022,08:00,HOODI,AIRPORT,5,,,,,,,
577,25-12-2022,08:00,KAIKONDRAHALLI,AIRPORT,6,,,,,,,
578,25-12-2022,12:00,VIJAYANAGAR,AIRPORT,7,,,,,,,
579,25-12-2022,22:00,AIRPORT,HARALUR,1,,,,,,,
580,26-12-2022,08:30,HSR LAYOUT,AIRPORT,1,,,,,,,
581,26-12-2022,10:30,AIRPORT,BILEKAHALLI,4,,,,,,,
582,27-12-2022,03:30,HARALUR,AIRPORT,5,,,,,,,
583,27-12-2022,06:30,BHOGANHALLI,AIRPORT,5,,,,,,,
584,27-12-2022,12:00,EJIPURA,AIRPORT,1,,,,,,,
585,29-12-2022,08:30,AIRPORT,JAYANAGAR,4,,,,,,,
586,31-12-2022,00:30,AIRPORT,RR NAGAR,1,,,,,,,
587,31-12-2022,00:30,AIRPORT,BOMMASANDRA,4,,,,,,,
588,31-12-2022,14:00,AIRPORT,HEBBAL,5,,,,,,,
589,01-01-2023,01:00,AIRPORT,BROOKEFIELD,4,,,,,,,
590,01-01-2023,03:00,BANASWADI,AIRPORT,4,,,,,,,
591,01-01-2023,05:30,HARALUR,AIRPORT,1,,,,,,,
592,01-01-2023,18:00,AIRPORT,HSR LAYOUT,1,,,,,,,
593,01-01-2023,19:30,AIRPORT,RR NAGAR,1,,,,,,,
594,01-01-2023,19:30,AIRPORT,ELECTRONIC CITY,3,,,,,,,
595,02-01-2023,16:00,AIRPORT,BHOGANHALLI,4,,,,,,,
596,02-01-2023,23:30,AIRPORT,GUNJUR VILLAGE,6,,,,,,,
597,03-01-2023,01:00,AIRPORT,KADUGODI,7,,,,,,,
598,03-01-2023,04:00,CHINNAPANNA HALLI,AIRPORT,8,,,,,,,
599,03-01-2023,19:00,AIRPORT,BANASWADI,9,,,,,,,
600,03-01-2023,20:30,AIRPORT,AKSHAYANAGAR,4,,,,,,,
601,03-01-2023,23:00,AIRPORT,RR NAGAR,3,,,,,,,
602,05-01-2023,08:30,BANASHANKARI,AIRPORT,4,,,,,,,
603,06-01-2023,17:30,AIRPORT,KRISHNARAJAPURA,5,,,,,,,
604,07-01-2023,21:00,AIRPORT,HARALUR,5,,,,,,,
605,07-01-2023,22:00,AIRPORT,GUNJUR VILLAGE,6,,,,,,,
606,07-01-2023,22:30,ASHOK NAGAR,AIRPORT,4,,,,,,,
607,13-01-2023,04:30,YESWANTHPUR,AIRPORT,5,,,,,,,
608,13-01-2023,16:30,C V RAMAN NAGAR,AIRPORT,4,,,,,,,
609,15-01-2023,05:00,BILEKAHALLI,AIRPORT,5,,,,,,,
610,21-01-2023,08:00,AIRPORT,C V RAMAN NAGAR,6,,,,,,,
611,22-01-2023,22:30,AIRPORT,DODDAKANNELLI,4,,,,,,,
612,26-01-2023,09:30,AREKERE,AIRPORT,3,,,,,,,
613,27-01-2023,01:00,AIRPORT,BANASHANKARI,2,,,,,,,
614,31-01-2023,03:30,BELLANDUR,AIRPORT,4,,,,,,,
